run_key,batch,phase,mode,prompt_version,condition,repetition,horizon,status,run_dir,summary_stop_reason,summary_error,run_id,configured_rounds,observed_last_round,stop_reason,reference_fidelity,reference_fidelity_actual_final,reference_precision,reference_recall,progress_auc,stopping_class,stopping_gap,filled_pixels_horizon,filled_pixels_actual_final,analysis_image,validation_ok,validation_warning_count,localization_flag_count,intent_low_confidence_teams,accepted_pixel_actions,state_changing_pixel_actions,unique_target_coordinates,shared_target_coordinates,different_state_conflict_coordinates,intent_conflict_rate,shared_target_disagreement_rate,conflicts_per_100_actions,persistent_damage_episodes,intra_team_damage_episodes,cross_team_damage_episodes,destructive_overwrite_rate,observed_team_repairs,repair_rate,median_repair_latency_rounds,opponent_recoveries,unobserved_reversals,unrepaired_damage_episodes,agent_turns,team_posts_start,team_posts_mid,public_posts_start,public_posts_mid,forum_posts_total,used_forum,posts_per_100_turns,forum_posts_total_actual,generation_cost_usd,generation_cost_actual_total_usd,dollars_per_0_1_fidelity,prompt_tokens,completion_tokens,reasoning_tokens,billed_responses,invalid_output_responses,missing_cost_responses,rate_limit_retries,transient_retries,invalid_output_retries,recognizability,subjective_reference_fidelity,visual_coherence,visual_quality,separation_coherence,mean_object_recognizability,mean_subjective_reference_fidelity,apple_recognizability,apple_subjective_fidelity,orange_recognizability,orange_subjective_fidelity,lemon_recognizability,lemon_subjective_fidelity,eggplant_recognizability,eggplant_subjective_fidelity,judge_reason
v1_homogeneous4_topup__homogeneous4_luna__rep_01,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_luna,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_luna\rep_01,max_steps,,drawing_v1_apple_homogeneous4_topup_homogeneous4_luna_01,10,10,max_steps,0.89171974522293,0.89171974522293,0.9459459459459459,0.8433734939759037,0.7018273391604886,censored,,74,74,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_luna__rep_01.png,1,0,0,0,255,128,128,72,6,0.046875,0.08333333333333333,2.3529411764705883,5,5,0,0.0390625,4,0.8,1.0,0,0,1,41,0,0,0,0,0,0,0.0,0,0.02824061625,0.02824061625,0.00316698339375,99846,26747,22707,41,0,0,0,0,0,4,3,4,1.0,,,,,,,,,,,,Clear apple with matching colors; slight silhouette difference from ref.
v1_homogeneous4_topup__homogeneous4_luna__rep_02,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_luna,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_luna\rep_02,max_steps,,drawing_v1_apple_homogeneous4_topup_homogeneous4_luna_02,10,10,max_steps,0.8042328042328042,0.8042328042328042,0.7169811320754716,0.9156626506024096,0.6807241935222165,censored,,106,106,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_luna__rep_02.png,1,0,0,0,273,137,161,61,1,0.006211180124223602,0.01639344262295082,0.3663003663003663,2,2,0,0.014598540145985401,2,1.0,2.5,0,0,0,41,0,0,0,0,0,0,0.0,0,0.030398984549999997,0.030398984549999997,0.003779873736809211,100239,30739,26480,41,0,0,0,0,0,2,1,2,0.5,,,,,,,,,,,,Distorted with extra black side pixels; barely apple-shaped.
v1_homogeneous4_topup__homogeneous4_luna__rep_03,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_luna,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_luna\rep_03,max_steps,,drawing_v1_apple_homogeneous4_topup_homogeneous4_luna_03,10,10,max_steps,0.8333333333333334,0.8333333333333334,0.7731958762886598,0.9036144578313253,0.6926415996471016,censored,,97,97,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_luna__rep_03.png,1,0,0,0,235,122,137,57,2,0.014598540145985401,0.03508771929824561,0.851063829787234,6,6,0,0.04918032786885246,2,0.3333333333333333,1.5,0,0,4,41,0,0,0,0,0,0,0.0,0,0.03218039055,0.03218039055,0.003861646866,99567,33878,30076,41,0,0,0,0,0,3,2,2,0.625,,,,,,,,,,,,Rounded body plus stem/leaf; stray black pixels and lumps hurt fidelity.
v1_homogeneous4_topup__homogeneous4_luna__rep_04,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_luna,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_luna\rep_04,max_steps,,drawing_v1_apple_homogeneous4_topup_homogeneous4_luna_04,10,10,max_steps,0.8705882352941177,0.8705882352941177,0.8505747126436781,0.891566265060241,0.6907870966773964,censored,,87,87,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_luna__rep_04.png,1,0,0,0,223,103,109,49,0,0.0,0.0,0.0,2,2,0,0.019417475728155338,0,0.0,,0,0,2,41,0,0,0,0,0,0,0.0,0,0.0315852768,0.0315852768,0.0036280385513513514,98982,32998,29345,41,0,0,0,0,0,2,1,1,0.375,,,,,,,,,,,,"Messy extra black pixels, irregular outline, not matching reference shape."
v1_homogeneous4_topup__homogeneous4_luna__rep_05,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_luna,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_luna\rep_05,max_steps,,drawing_v1_apple_homogeneous4_topup_homogeneous4_luna_05,10,10,max_steps,0.8379888268156425,0.8379888268156425,0.78125,0.9036144578313253,0.7115642332796166,censored,,96,96,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_luna__rep_05.png,1,0,0,0,234,121,142,47,0,0.0,0.0,0.0,5,5,0,0.04132231404958678,1,0.2,2,0,0,4,41,0,0,0,0,0,0,0.0,0,0.0337702563,0.0337702563,0.004029917251800001,99680,36531,32743,41,0,0,0,0,0,2,2,1,0.375,,,,,,,,,,,,"Rough apple but holes, stray blacks and jagged edges break coherence."
v1_homogeneous4_topup__homogeneous4_qwen__rep_01,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_qwen,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_qwen\rep_01,max_steps,,drawing_v1_apple_homogeneous4_topup_homogeneous4_qwen_01,10,10,max_steps,0.8421052631578947,0.8421052631578947,0.7476635514018691,0.963855421686747,0.6719269889737717,censored,,107,107,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_qwen__rep_01.png,1,0,0,0,328,125,216,70,4,0.018518518518518517,0.05714285714285714,1.2195121951219512,2,2,0,0.016,1,0.5,1,0,0,1,41,0,0,0,0,0,0,0.0,0,0.06418155744000001,0.06418155744000001,0.007621559946000002,91329,17759,5588,41,0,0,0,0,0,4,3,4,1.0,,,,,,,,,,,,Round connected apple matching colors and stem/leaf well.
v1_homogeneous4_topup__homogeneous4_qwen__rep_02,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_qwen,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_qwen\rep_02,max_steps,,drawing_v1_apple_homogeneous4_topup_homogeneous4_qwen_02,10,10,max_steps,0.806282722513089,0.806282722513089,0.7129629629629629,0.927710843373494,0.7157033188829398,censored,,108,108,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_qwen__rep_02.png,1,0,0,0,323,135,288,31,6,0.020833333333333332,0.1935483870967742,1.8575851393188854,2,2,0,0.014814814814814815,0,0.0,,0,0,2,41,0,0,0,0,0,0,0.0,0,0.06249237588,0.06249237588,0.007750677787714287,92726,17012,5877,41,0,0,0,0,0,2,1,1,0.375,,,,,,,,,,,,"Red mass with misplaced blacks and holes; barely apple-shaped, poor match and messy pixels."
v1_homogeneous4_topup__homogeneous4_qwen__rep_03,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_qwen,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_qwen\rep_03,stalled,,drawing_v1_apple_homogeneous4_topup_homogeneous4_qwen_03,10,6,stalled,0.8609271523178808,0.8609271523178808,0.9558823529411765,0.7831325301204819,0.7110419420391995,stall,0.13907284768211925,68,68,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_qwen__rep_03.png,1,0,0,0,200,78,144,41,2,0.013888888888888888,0.04878048780487805,1.0,1,1,0,0.01282051282051282,1,1.0,1,0,0,0,25,0,0,0,0,0,0,0.0,0,0.03774462516000002,0.03774462516000002,0.004384183383969233,54531,10375,3360,25,0,0,0,0,0,2,1,2,0.5,,,,,,,,,,,,"Small irregular blob with stem/leaf; barely apple-shaped, has a hole."
v1_homogeneous4_topup__homogeneous4_qwen__rep_04,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_qwen,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_qwen\rep_04,max_steps,,drawing_v1_apple_homogeneous4_topup_homogeneous4_qwen_04,10,10,max_steps,0.7916666666666666,0.7916666666666666,0.6972477064220184,0.9156626506024096,0.5935804917481897,censored,,109,109,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_qwen__rep_04.png,1,0,0,0,328,127,214,77,2,0.009345794392523364,0.025974025974025976,0.6097560975609756,3,3,0,0.023622047244094488,3,1.0,2,0,0,0,41,0,0,0,0,0,0,0.0,0,0.06206960628000001,0.06206960628000001,0.007840371319578949,91048,16946,5964,41,0,0,0,0,0,2,1,1,0.375,,,,,,,,,,,,"Distorted blob with hole, extra protrusions and tail; barely apple-like and poorly connected."
v1_homogeneous4_topup__homogeneous4_qwen__rep_05,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_qwen,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_qwen\rep_05,max_steps,,drawing_v1_apple_homogeneous4_topup_homogeneous4_qwen_05,10,10,max_steps,0.7224669603524229,0.7224669603524229,0.5694444444444444,0.9879518072289156,0.7037465120392862,censored,,144,144,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_qwen__rep_05.png,1,0,0,0,328,149,237,77,1,0.004219409282700422,0.012987012987012988,0.3048780487804878,1,1,0,0.006711409395973154,0,0.0,,0,0,1,41,0,0,0,0,0,0,0.0,0,0.06524275626,0.06524275626,0.009030552238426831,94491,17914,5983,42,1,0,0,0,1,4,3,3,0.875,,,,,,,,,,,,"Clear apple, good colors/stem; slight bottom-right jag."
v2_homogeneous4_topup__homogeneous4_gemini__rep_01,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_gemini,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_gemini\rep_01,team_complete,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_gemini_01,10,7,team_complete,1.0,1.0,1.0,1.0,0.7814669825577516,completion,0.0,83,83,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_gemini__rep_01.png,1,0,0,0,169,83,83,42,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,29,1,0,0,0,1,1,3.4482758620689653,1,0.07197980625,0.07197980625,0.007197980625,101075,18562,15707,29,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Clean round red apple, stem and leaf match reference closely; connected intentional pixels."
v2_homogeneous4_topup__homogeneous4_gemini__rep_02,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_gemini,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_gemini\rep_02,team_complete,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_gemini_02,10,7,team_complete,1.0,1.0,1.0,1.0,0.8107432948859532,completion,0.0,83,83,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_gemini__rep_02.png,1,0,0,0,159,85,86,40,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,29,1,0,0,0,1,1,3.4482758620689653,1,0.07144594875000002,0.07144594875000002,0.007144594875000002,99902,18509,15683,29,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Clean round apple with matching stem, leaf, and colors."
v2_homogeneous4_topup__homogeneous4_gemini__rep_03,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_gemini,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_gemini\rep_03,team_complete,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_gemini_03,10,7,team_complete,1.0,1.0,1.0,1.0,0.7712407740140393,completion,0.0,83,83,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_gemini__rep_03.png,1,0,0,0,188,83,86,57,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,29,1,0,0,0,1,1,3.4482758620689653,1,0.07260647625,0.07260647625,0.007260647625,98208,19473,16596,29,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Clean round red apple, stem and leaf match reference closely."
v2_homogeneous4_topup__homogeneous4_gemini__rep_04,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_gemini,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_gemini\rep_04,team_complete,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_gemini_04,10,10,team_complete,1.0,1.0,1.0,1.0,0.770678210704092,completion,0.0,83,83,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_gemini__rep_04.png,1,0,0,0,212,97,105,59,0,0.0,0.0,0.0,3,3,0,0.030927835051546393,3,1.0,1,0,0,0,41,1,0,0,0,1,1,2.4390243902439024,1,0.09805714875000003,0.09805714875000003,0.009805714875000003,141177,24590,20863,41,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Clean scaled apple matching stem, leaf, and round red body of reference."
v2_homogeneous4_topup__homogeneous4_gemini__rep_05,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_gemini,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_gemini\rep_05,team_complete,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_gemini_05,10,8,team_complete,1.0,1.0,1.0,1.0,0.785918162690442,completion,0.0,83,83,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_gemini__rep_05.png,1,0,0,0,171,89,94,46,0,0.0,0.0,0.0,2,2,0,0.02247191011235955,2,1.0,2.0,0,0,0,33,1,0,0,0,1,1,3.0303030303030303,1,0.08276870249999999,0.08276870249999999,0.008276870249999999,112451,22099,19061,33,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Excellent round apple matching reference shape, colors, stem and leaf."
v2_homogeneous4_topup__homogeneous4_glm__rep_01,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_glm,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_glm\rep_01,max_steps,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_glm_01,10,10,max_steps,0.8228571428571428,0.8228571428571428,0.782608695652174,0.8674698795180723,0.6960508487771532,censored,,92,92,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_glm__rep_01.png,1,0,0,0,264,141,197,49,8,0.04060913705583756,0.16326530612244897,3.0303030303030303,8,8,0,0.05673758865248227,5,0.625,1,0,0,3,41,0,0,0,0,0,0,0.0,0,0.0262997654535,0.0262997654535,0.0031961520516406257,139349,29131,23055,50,9,0,0,0,9,2,1,1,0.375,,,,,,,,,,,,"Stem/leaf visible yet body has holes, spikes and a dangling bit; barely an apple."
v2_homogeneous4_topup__homogeneous4_glm__rep_02,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_glm,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_glm\rep_02,max_steps,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_glm_02,10,10,max_steps,0.6416666666666667,0.6416666666666667,0.49044585987261147,0.927710843373494,0.545922861771362,censored,,157,157,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_glm__rep_02.png,1,0,0,0,309,159,256,43,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,41,1,1,0,0,2,1,4.878048780487805,2,0.026043855522299993,0.026043855522299993,0.004058782678799999,157343,23104,14826,52,11,0,0,0,11,2,1,1,0.375,,,,,,,,,,,,"Irregular blob with holes, extras, poorly placed stem/leaf."
v2_homogeneous4_topup__homogeneous4_glm__rep_03,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_glm,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_glm\rep_03,max_steps,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_glm_03,10,10,max_steps,0.6812227074235808,0.6812227074235808,0.5342465753424658,0.9397590361445783,0.6525923875397995,censored,,146,146,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_glm__rep_03.png,1,0,0,0,284,158,210,54,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,41,1,0,0,0,1,1,2.4390243902439024,1,0.030836360708999998,0.030836360708999998,0.004526619616898077,174492,30901,21478,60,19,0,0,0,19,2,2,2,0.5,,,,,,,,,,,,Wide blob with detached stem/leaf and stray pixel; apple-like but flawed.
v2_homogeneous4_topup__homogeneous4_glm__rep_04,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_glm,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_glm\rep_04,max_steps,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_glm_04,10,10,max_steps,0.7570093457943925,0.7570093457943925,0.6183206106870229,0.9759036144578314,0.66486735173472,censored,,131,131,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_glm__rep_04.png,1,0,0,0,303,145,195,79,2,0.010256410256410256,0.02531645569620253,0.6600660066006601,2,2,0,0.013793103448275862,1,0.5,1,0,0,1,41,1,0,0,0,1,1,2.4390243902439024,1,0.0242895021831,0.0242895021831,0.0032086132513477784,136165,24787,17848,47,6,0,0,0,6,3,2,2,0.625,,,,,,,,,,,,"Apple-like but lumpy sides, wide stem, sparse leaf; irregular silhouette vs reference."
v2_homogeneous4_topup__homogeneous4_glm__rep_05,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_glm,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_glm\rep_05,max_steps,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_glm_05,10,10,max_steps,0.825,0.825,0.8571428571428571,0.7951807228915663,0.6871088878676058,censored,,77,77,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_glm__rep_05.png,1,0,0,0,282,146,223,50,9,0.04035874439461883,0.18,3.1914893617021276,17,17,0,0.11643835616438356,6,0.35294117647058826,1.5,0,1,11,41,0,1,0,0,1,1,2.4390243902439024,1,0.031956715583099995,0.031956715583099995,0.0038735412828,163669,37139,29227,57,16,0,0,0,16,2,1,1,0.375,,,,,,,,,,,,Stem/leaf exist but body is broken with holes and jagged left side; poorly formed.
v2_homogeneous4_topup__homogeneous4_luna__rep_01,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_luna,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_luna\rep_01,max_steps,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_luna_01,10,10,max_steps,0.9186046511627907,0.9186046511627907,0.8876404494382022,0.9518072289156626,0.7238950338803551,censored,,89,89,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_luna__rep_01.png,1,0,0,0,208,104,118,45,2,0.01694915254237288,0.044444444444444446,0.9615384615384616,2,2,0,0.019230769230769232,2,1.0,2.0,0,0,0,41,0,0,0,0,0,0,0.0,0,0.031453884,0.031453884,0.003424093701265823,105623,30953,27478,41,0,0,0,0,0,3,2,2,0.625,,,,,,,,,,,,Apple form present but extra black side bars hurt fidelity and cleanliness.
v2_homogeneous4_topup__homogeneous4_luna__rep_02,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_luna,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_luna\rep_02,max_steps,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_luna_02,10,10,max_steps,0.8140703517587939,0.8140703517587939,0.6982758620689655,0.9759036144578314,0.7110179043924828,censored,,116,116,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_luna__rep_02.png,1,0,0,0,238,144,164,52,1,0.006097560975609756,0.019230769230769232,0.42016806722689076,2,2,0,0.013888888888888888,2,1.0,1.0,0,0,0,41,1,0,0,0,1,1,2.4390243902439024,1,0.032785488450000004,0.032785488450000004,0.004027353210833334,112688,32703,28704,42,1,0,0,0,1,2,2,2,0.5,,,,,,,,,,,,Blob-like red fruit with stem/leaf; extra dangling pixels ruin round apple silhouette.
v2_homogeneous4_topup__homogeneous4_luna__rep_03,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_luna,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_luna\rep_03,max_steps,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_luna_03,10,10,max_steps,0.9192546583850931,0.9192546583850931,0.9487179487179487,0.891566265060241,0.6982513209501721,censored,,78,78,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_luna__rep_03.png,1,0,0,0,241,104,115,58,1,0.008695652173913044,0.017241379310344827,0.4149377593360996,2,2,0,0.019230769230769232,0,0.0,,0,0,2,41,0,0,0,0,0,0,0.0,0,0.032634409499999996,0.032634409499999996,0.0035500945469594597,105697,32925,29052,41,0,0,0,0,0,4,3,4,1.0,,,,,,,,,,,,"Clear round apple, matching colors/stem/leaf; slightly rounder body."
v2_homogeneous4_topup__homogeneous4_luna__rep_04,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_luna,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_luna\rep_04,team_complete,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_luna_04,10,8,team_complete,0.8774193548387097,0.8774193548387097,0.9444444444444444,0.8192771084337349,0.7235736285159977,completion,0.1225806451612903,72,72,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_luna__rep_04.png,1,0,0,0,187,87,93,47,2,0.021505376344086023,0.0425531914893617,1.0695187165775402,5,5,0,0.05747126436781609,0,0.0,,0,0,5,33,0,0,0,0,0,0,0.0,0,0.0224940672,0.0224940672,0.0025636620705882353,84682,20701,17673,33,0,0,0,0,0,3,2,2,0.625,,,,,,,,,,,,Partial apple cut off on right with extra pixels; incomplete silhouette.
v2_homogeneous4_topup__homogeneous4_luna__rep_05,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_luna,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_luna\rep_05,max_steps,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_luna_05,10,10,max_steps,0.8156424581005587,0.8156424581005587,0.7604166666666666,0.8795180722891566,0.6862180129629816,censored,,96,96,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_luna__rep_05.png,1,0,0,0,270,147,175,53,11,0.06285714285714286,0.20754716981132076,4.074074074074074,8,8,0,0.05442176870748299,6,0.75,1.0,0,2,2,41,0,0,0,0,0,0,0.0,0,0.03205647719999999,0.03205647719999999,0.0039302119306849305,106922,32167,27944,41,0,0,0,0,0,2,1,1,0.375,,,,,,,,,,,,Irregular melted blob with dangling bottom pixels; stem/leaf present but silhouette wrong.
v2_homogeneous4_topup__homogeneous4_qwen__rep_01,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_qwen,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_qwen\rep_01,max_steps,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_qwen_01,10,10,max_steps,0.6519823788546255,0.6519823788546255,0.5138888888888888,0.891566265060241,0.6432435770664846,censored,,144,144,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_qwen__rep_01.png,1,0,0,0,317,145,308,9,1,0.003246753246753247,0.1111111111111111,0.31545741324921134,0,0,0,0.0,0,,,0,0,0,41,1,0,0,0,1,1,2.4390243902439024,1,0.06445180566000001,0.06445180566000001,0.009885513435689193,105581,16670,5732,41,0,0,0,0,0,1,1,2,0.375,,,,,,,,,,,,Tall red rectangle with tiny stem/leaf; not apple-shaped.
v2_homogeneous4_topup__homogeneous4_qwen__rep_02,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_qwen,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_qwen\rep_02,max_steps,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_qwen_02,10,10,max_steps,0.8214285714285714,0.8214285714285714,0.8117647058823529,0.8313253012048193,0.5992825550727725,censored,,85,85,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_qwen__rep_02.png,1,0,0,0,314,126,246,59,11,0.044715447154471545,0.1864406779661017,3.5031847133757963,9,9,0,0.07142857142857142,7,0.7777777777777778,1,0,0,2,41,1,0,0,0,1,1,2.4390243902439024,1,0.0656062506,0.0656062506,0.007986847899130435,103535,17299,6032,41,0,0,0,0,0,1,1,2,0.375,,,,,,,,,,,,Red rectangle with internal dots; not apple-shaped.
